Artist,Track,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Has_youtube,Artist_LOO_stream,Likes_rate,Comments_rate,Mood_quadrant,Party_index,Key_factor,Licensed_video_combo
Eric Church,Like A Wrecking Ball,album,0.693,0.335,-10.863,0.0395,0.338,5.52e-4,0.118,0.623,136.071,198907,26084606,104494726,TRUE,129403670,0.004919606606287249,9.871722808464119e-5,Calm/Relaxing,0.232155,0,Unlicensed_unofficial
Brray,Tú Y Yo,single,0.79,0.569,-6.85,0.0454,0.0377,1.05e-4,0.0657,0.54,122.031,242373,340577,336992,TRUE,2978876,0.013503554262325407,6.635797484856582e-4,Happy/Energetic,0.44950999999999997,1,Licensed_official
Joel Corry,What Would You Do?,single,0.687,0.895,-2.983,0.0474,0.149,0.00592,0.121,0.686,124.041,174215,9614366,76942590,TRUE,34231765,0.006696645415828771,9.465002684524388e-5,Happy/Energetic,0.6148650000000001,9,Licensed_official
Moby,Lift Me Up,album,0.581,0.889,-6.617,0.0595,0.0011,0.00125,0.155,0.391,120.961,199293,21077090,34166676,TRUE,63782772,0.006657323188352851,1.9680136109870956e-4,Anger/Unpleasant,0.516509,7,Licensed_official
The 1975,Happiness,album,0.662,0.905,-5.036,0.0383,0.0529,0.0521,0.202,0.857,117.997,303904,5522884,29642283,TRUE,174055994.5,0.024007384547638518,8.100840068341106e-4,Happy/Energetic,0.59911,11,Licensed_official
Alex Zurdo,Bye Bye (feat. Oveja Cósmica),album,0.836,0.851,-3.308,0.168,0.177,0,0.0588,0.766,95.009,253883,48304697,11067855,TRUE,10649952,0.008434128051771031,2.907998781153725e-4,Happy/Energetic,0.711436,5,Licensed_official
Claptone,Under the Moon,album,0.618,0.746,-6.337,0.0258,0.0311,0.0742,0.333,0.611,121.002,194387,7902291,27297321,TRUE,25056816,0.007997554127024681,1.3388522391797518e-4,Happy/Energetic,0.461028,11,Licensed_official
Lasso,Corriendo Con Tijeras,single,0.748,0.599,-3.47,0.032,0.122,0,0.312,0.748,106.005,195133,2584330,5197759,TRUE,68232929,0.031146564099786018,0.0012951132401821748,Happy/Energetic,0.448052,1,Licensed_official
Shaggy,Angel,album,0.74,0.766,-2.939,0.178,0.116,0,0.0406,0.807,170.531,235133,415780244,331272487,TRUE,63853876,0.005450891505080747,1.092307791324496e-4,Happy/Energetic,0.56684,6,Licensed_official
IVE,My Satisfaction,single,0.5,0.923,-2.592,0.392,0.141,0,0.0938,0.362,136.995,193000,109941,13232690,TRUE,17517076.5,0.016863590471252764,8.004293211813609e-4,Anger/Unpleasant,0.4615,11,Unlicensed_unofficial
Motörhead,Ace of Spades,album,0.342,0.91,-7.748,0.0758,4.02e-5,1.21e-4,0.0823,0.547,140.452,166360,22843125,356312922,TRUE,23646573,0.011563304057566554,3.186078962488714e-4,Happy/Energetic,0.31122000000000005,4,Unlicensed_unofficial
Carla Morrison,Te Regalo,album,0.622,0.117,-10.055,0.0382,0.969,0,0.0871,0.315,120.984,242447,168976060,194596933,TRUE,50815703,0.006949043550903009,1.4023288269356026e-4,Sad/Melancholic,0.072774,2,Licensed_official
Brooke Ligertwood,Awake My Soul,album,0.455,0.587,-8.665,0.0336,0.00134,0,0.0942,0.127,126.836,264320,5104997,27817753,TRUE,120027015.5,0.013654464439450209,3.651324378839008e-4,Anger/Unpleasant,0.267085,5,Licensed_official
Kelis,Deal With It (feat. Kelis),album,0.712,0.689,-5.286,0.128,0.141,0,0.657,0.49,82.98,191149,33900907,72313339,TRUE,50942997.5,0.01962679051625374,6.249980273389145e-4,Anger/Unpleasant,0.49056799999999995,1,Licensed_official
Big Sean,I Know,album,0.733,0.334,-11.314,0.0811,0.327,0,0.116,0.267,119.935,319973,96181514,244958627,TRUE,286553619.5,0.009401224439033056,1.5027835806369195e-4,Sad/Melancholic,0.244822,1,Licensed_official
Swedish House Mafia,Don't You Worry Child - Radio Edit,single,0.612,0.84,-3.145,0.0509,0.112,0,0.116,0.438,129.042,212862,888300375,797901061,TRUE,164189570.5,0.005281117887628945,1.8510968207122505e-4,Anger/Unpleasant,0.51408,11,Licensed_official
Natalia Lafourcade,Tú Sí Sabes Quererme (feat. Los Macorinos),album,0.664,0.46,-10.974,0.105,0.782,3.19e-6,0.176,0.793,170.057,244933,293326401,110366556,TRUE,79552716,0.0036743913821790626,8.508951091654378e-5,Calm/Relaxing,0.30544000000000004,1,Licensed_official
MNEK,Never Forget You,album,0.583,0.732,-5.728,0.0457,0.00312,9.86e-6,0.269,0.276,145.992,213428,519338846,877421698,TRUE,77124125.5,0.007232077917776249,1.9336893585657176e-4,Anger/Unpleasant,0.42675599999999997,11,Licensed_official
Kansas,What's on My Mind,album,0.556,0.781,-5.535,0.0435,0.129,0,0.325,0.926,117.986,208667,1145532,4168440,TRUE,8416279,0.00600856196073091,6.171804890653425e-4,Happy/Energetic,0.43423600000000007,10,Unlicensed_unofficial
Miggy Dela Rosa,Ferrari - D1MA Remix,single,0.843,0.672,-5.557,0.142,0.0765,0,0.0993,0.706,124.912,172000,20537322,50601118,TRUE,26074676.25,0.01141648360969361,1.3662930347004346e-4,Happy/Energetic,0.566496,6,Unlicensed_official
Yuri,Maldita Primavera,compilation,0.543,0.436,-8.198,0.029,0.756,2.26e-5,0.146,0.525,143.389,234133,35917,117176134,TRUE,46437562,0.013781774647103043,5.568393796809311e-4,Calm/Relaxing,0.23674800000000001,7,Unlicensed_unofficial
The Supremes,Stop! In The Name Of Love - Single Version,album,0.612,0.444,-12.752,0.0293,0.531,0,0.126,0.503,114.961,172907,1929,104432224,TRUE,45081953,0.018144116122343183,0.0010368066355624676,Calm/Relaxing,0.271728,0,Unlicensed_unofficial
Sir Arthur Conan Doyle,"Teil 6 - Sherlock Holmes und der blinde Bettler - Die neuen Abenteuer, Folge 50",album,0.688,0.268,-16.41,0.951,0.164,0,0.137,0.425,73.074,180130,3526,10710,TRUE,10660,0.032898468519568916,0.003403289846851957,Sad/Melancholic,0.184384,11,Licensed_official
will.i.am,Scream & Shout,album,0.772,0.685,-6.849,0.0696,0.019,8.96e-5,0.131,0.501,130.033,283400,981442473,588691883,TRUE,30735734.75,0.0047619041651155445,3.070185041808355e-4,Happy/Energetic,0.5288200000000001,5,Licensed_official
Glenn Fredly,Januari,album,0.586,0.607,-6.7,0.0292,0.00389,0,0.17,0.278,122.171,222160,9281780,65557633,TRUE,28281563,0.005961572026055347,5.3254871371655e-4,Anger/Unpleasant,0.35570199999999996,7,Licensed_official
Gabito Ballesteros,El Chaman,single,0.814,0.575,-5.348,0.039,0.26,0,0.211,0.873,112.998,174406,614092,11689308,TRUE,2200013,0.027981149404323783,8.874891710036933e-4,Happy/Energetic,0.4680499999999999,7,Unlicensed_unofficial
Christopher von Uckermann,Vivir Soñando,album,0.676,0.684,-7.836,0.0282,0.0958,4.95e-6,0.111,0.751,126.937,237093,110506,330077,TRUE,155024,0.0027147847175718965,6.334497674334425e-4,Happy/Energetic,0.4623840000000001,5,Unlicensed_unofficial
Sir Simon Rattle,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 12d, Divertissement. Trepak, Russian Dance",album,0.395,0.5,-15.975,0.0442,0.919,0.667,0.091,0.851,157.195,69120,41530,7527716,TRUE,14647125,0.012521069106669877,1.4447387430772935e-4,Happy/Energetic,0.1975,7,Licensed_official
Ovy On The Drums,CAIRO,single,0.951,0.692,-4.038,0.312,0.472,1.82e-4,0.0894,0.431,115.047,201280,98021007,109612034,TRUE,67660196,0.012613898161646105,6.379652883998631e-4,Anger/Unpleasant,0.6580919999999999,5,Licensed_official
Bobby Helms,Fraulein,album,0.745,0.408,-9.703,0.0368,0.261,0.00321,0.112,0.676,120.981,161440,2561436,1243914,TRUE,394534,0.004093406979522424,1.5147753057269438e-4,Calm/Relaxing,0.30395999999999995,7,Unlicensed_unofficial
Solfeggio Healing Frequencies MT,528 Hz Anxiety Relief,single,0.328,0.0686,-28.37,0.0496,0.983,0.664,0.0963,0.0364,138.593,116062,938659,59660839,TRUE,42134313.5,0.0143928732372459,3.1001673664238027e-4,Sad/Melancholic,0.022500799999999998,0,Licensed_official
ENHYPEN,Polaroid Love,album,0.738,0.67,-3.766,0.0439,0.458,0,0.361,0.651,138.055,184602,12428493,165413189,TRUE,70039364,0.03572637487103223,6.117394924710502e-4,Happy/Energetic,0.49446,7,Licensed_official
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),album,0.839,0.81,-5.274,0.0568,0.501,0,0.117,0.814,129.014,209269,79525821,718222529,TRUE,240546263,0.012918093608866987,5.755363405805015e-4,Happy/Energetic,0.67959,5,Licensed_official
Janet Jackson,"Any Time, Any Place",album,0.571,0.232,-11.309,0.0699,0.604,2.46e-4,0.119,0.207,128.785,428200,6666215,42229979,TRUE,69106645,0.014371273653790045,4.509305505447994e-4,Sad/Melancholic,0.132472,10,Licensed_official
Vishal Dadlani,Oh Penne,album,0.483,0.65,-6.752,0.0349,0.573,2.97e-5,0.228,0.637,94.988,276400,43043183,29987636,TRUE,24142297,0.005088912685662675,1.0317545521668321e-4,Happy/Energetic,0.31395,7,Licensed_official
Grateful Dead,Althea - 2013 Remaster,album,0.783,0.284,-14.307,0.0365,0.679,0.282,0.0767,0.584,82.676,412596,1869143,43812547,TRUE,49128232,0.011399341837408908,7.650564991549603e-5,Calm/Relaxing,0.222372,9,Licensed_official
JJ Lin,江南,album,0.621,0.517,-9.433,0.0371,0.75,0,0.315,0.404,120.021,265000,25939999,30214826,TRUE,57950861,0.0029733617183254324,1.434849708359665e-4,Anger/Unpleasant,0.321057,7,Licensed_official
Thin Lizzy,Running Back,album,0.461,0.75,-8.995,0.0633,0.396,0.0278,0.26,0.782,134.599,192840,605152,5249362,TRUE,17377943.5,0.005198693881867696,8.311961292369521e-4,Happy/Energetic,0.34575,9,Unlicensed_unofficial
Jessie J,Price Tag,album,0.638,0.831,-3.944,0.182,0.0281,3.06e-6,0.277,0.685,175.038,223053,825677974,410953652,TRUE,109659805.5,0.004976274200575926,2.460135868902323e-4,Happy/Energetic,0.530178,5,Licensed_official
Iron Maiden,Aces High - 2015 Remaster,album,0.3,0.936,-5.399,0.0456,0.0337,0.021,0.158,0.756,133.065,271907,41843225,89794397,TRUE,161978534.5,0.006645639766055317,2.2206701323810487e-4,Happy/Energetic,0.2808,2,Licensed_official
Seal,My Funny Valentine,album,0.346,0.22,-10.502,0.0386,0.875,2.54e-4,0.123,0.234,141.017,272085,102418,16531424,TRUE,26079279,0.011677634790759436,1.0740299556718545e-4,Sad/Melancholic,0.07612,0,Licensed_official
Capo Plaza,Arai (feat. Capo Plaza),album,0.816,0.735,-4.809,0.101,0.0653,0,0.126,0.675,127.988,181668,2488707,5734605,TRUE,63845143,0.012487207212419943,3.0738853549252686e-4,Happy/Energetic,0.59976,4,Licensed_official
Seafret,Atlantis,album,0.4,0.479,-7.989,0.0308,0.0529,2.14e-6,0.115,0.213,166.159,229173,67914683,410286196,TRUE,10457524.5,0.01437368116700184,1.4066177707109374e-4,Sad/Melancholic,0.1916,8,Licensed_official
Kali Uchis,Melting,album,0.574,0.479,-7.776,0.0355,0.179,0.0803,0.106,0.303,115.263,208854,1306657,133850971,TRUE,94463569,0.055239439271361955,0.001626287541412934,Sad/Melancholic,0.27494599999999997,8,Unlicensed_unofficial
Ariana Grande,boyfriend (with Social House),single,0.4,0.795,-3.731,0.461,0.119,0,0.159,0.702,190.097,186107,228625585,624023819,TRUE,912161840,0.01826238301369464,6.393903814395926e-4,Happy/Energetic,0.31800000000000006,10,Licensed_official
Germ,Champagne Face,album,0.894,0.767,-4.695,0.137,0.0231,2.36e-5,0.574,0.412,144.077,140289,1390761,9455655,TRUE,18681970,0.024809438861170253,6.931456950547218e-4,Anger/Unpleasant,0.685698,10,Licensed_official
bbno$,Lalala - Ilkan Gunuc Remix,single,0.774,0.831,-4.672,0.0514,0.0701,2.21e-6,0.0825,0.333,124.035,178408,121649316,17992255,TRUE,119423321,0.009984807477257003,1.702270154975635e-4,Anger/Unpleasant,0.6431939999999999,8,Unlicensed_unofficial
KISS,Strutter,album,0.511,0.912,-5.618,0.0594,0.0247,0.0553,0.0943,0.833,131.339,190867,146390,66096547,TRUE,71633455,0.011489855864471618,6.899378372839675e-4,Happy/Energetic,0.466032,1,Unlicensed_unofficial
Boef,Flexxen,single,0.833,0.618,-6.489,0.0513,0.0357,0,0.104,0.751,126.009,137451,2874246,11783906,TRUE,16338337,0.006774994207176421,2.908588896009597e-4,Happy/Energetic,0.514794,3,Licensed_official
The Prodigy,Breathe - Mefjus & Camo & Krooked Remix,single,0.505,0.995,-0.295,0.122,5.11e-4,0.742,0.0781,0.419,175,224914,253115,1392713,TRUE,60568639.5,0.04126977855915295,0.0028169014084507044,Anger/Unpleasant,0.502475,10,Unlicensed_official
Royal Philharmonic Orchestra,"Beauty and the Beast - From ""Beauty and the Beast""",album,0.103,0.127,-19.22,0.0384,0.782,0.894,0.103,0.11,84.226,166840,283661,2572941,TRUE,9157267,0.010202318965243724,1.4101339274697615e-5,Sad/Melancholic,0.013080999999999999,8,Licensed_official
Helene Fischer,Santa Baby (feat. Helene Fischer),single,0.574,0.39,-9.617,0.0573,0.454,0,0.213,0.405,84.547,207240,2164831,17302656,TRUE,52136045,0.008087005405964715,4.3329017369023263e-4,Sad/Melancholic,0.22386,0,Licensed_official
Megadeth,Symphony Of Destruction,album,0.61,0.891,-5.452,0.0587,8.05e-4,0.0928,0.0657,0.51,139.903,246733,7729299,232533442,TRUE,64258934,0.009005861980497843,2.865719129250919e-4,Happy/Energetic,0.54351,4,Unlicensed_unofficial
The Fray,Be Still,album,0.361,0.149,-12.066,0.0333,0.887,0,0.175,0.302,107.607,168853,2306174,37723791,TRUE,167702794,0.006834696774831388,4.665736410175468e-4,Sad/Melancholic,0.053789,7,Unlicensed_unofficial
Too $hort,Blow the Whistle,album,0.907,0.625,-5.557,0.198,0.0042,0,0.151,0.605,99.918,163133,55688289,72987947,TRUE,17105017,0.006641540019302802,1.7563836446833552e-4,Happy/Energetic,0.566875,1,Licensed_official
Aloe Blacc,Keep On Rising,album,0.618,0.76,-7.466,0.172,0.0111,1.27e-5,0.368,0.571,119.996,207696,23746,3540641,TRUE,47596159,0.025562199949465174,0.0012212583171902637,Happy/Energetic,0.46968,11,Unlicensed_official
Shweta Mohan,"Enna Solla (From ""Thangamagan"") - The New Life of Tamizh",album,0.621,0.515,-9.019,0.0453,0.616,1.37e-4,0.11,0.657,109.891,216000,54534568,13910400,TRUE,8566463.5,0.007506101451101621,1.2986258550723277e-4,Happy/Energetic,0.319815,5,Licensed_official
Rahat Fateh Ali Khan,"Surili Akhiyon Wale (From ""Veer"")",album,0.514,0.574,-5.788,0.0312,0.402,0,0.0965,0.4,75.89,331758,71741659,28359852,TRUE,39483590,0.007969999690138195,1.5983739656759262e-4,Anger/Unpleasant,0.29503599999999996,4,Licensed_official
The White Stripes,Icky Thump,album,0.417,0.63,-7.24,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533,24628972,151349285,TRUE,34019784,0.00825211056312054,4.256775313236785e-4,Anger/Unpleasant,0.26271,9,Licensed_official
Roger,"I Heard It Through the Grapevine , Pt. 1 - Single Version",album,0.933,0.713,-5.334,0.0803,0.35,3.09e-5,0.0625,0.947,118.383,241333,124349,120190,TRUE,613453.5,0.031154251340983843,1.608376424418371e-5,Happy/Energetic,0.665229,2,Licensed_official
Ezhel,Kuğulu Park,single,0.914,0.467,-6.382,0.0854,0.129,0.00101,0.105,0.538,139.954,211040,702642,1672316,TRUE,86061108,0.04401245584522417,0.005399620290275845,Calm/Relaxing,0.42683800000000005,5,Licensed_official
Kendrick Lamar,N95,album,0.79,0.67,-5.527,0.105,0.377,2.32e-6,0.119,0.408,139.956,195950,57475619,226246635,TRUE,455574605,0.02397004197553749,9.222345217369472e-4,Anger/Unpleasant,0.5293000000000001,1,Licensed_official
RBD,Ser O Parecer,album,0.605,0.88,-3.747,0.14,0.263,0,0.2,0.908,176.028,211467,34052907,47353906,TRUE,33507683,0.00833309179741982,2.616516704432899e-4,Happy/Energetic,0.5324,1,Licensed_official
Alphaville,Jerusalem,compilation,0.648,0.79,-8.622,0.0273,0.0162,0.0105,0.0667,0.458,119.825,252800,2007731,2160285,TRUE,10613291,0.004545927716412209,2.993428900584789e-4,Anger/Unpleasant,0.51192,7,Unlicensed_unofficial
Afrojack,Sad (feat. Afrojack),single,0.717,0.716,-5.485,0.0432,0.0421,4.67e-4,0.0699,0.206,125.064,161280,7759702,103107764,TRUE,5304310,0.015219656631143825,1.725581729813851e-4,Anger/Unpleasant,0.5133719999999999,3,Licensed_official
Liberación,Ese Loco Soy Yo,album,0.588,0.565,-8.293,0.0292,0.0718,9.43e-6,0.108,0.273,131.527,280120,117776532,75377153,TRUE,19657067,0.003028430145998865,8.011782856706971e-5,Anger/Unpleasant,0.33221999999999996,7,Licensed_official
Plain White T's,Winter Wonderland,single,0.605,0.757,-5.168,0.0323,0.0248,0,0.162,0.64,131.995,121932,5233,919633,TRUE,21229165,0.03611695012421173,0.0026753296388304986,Happy/Energetic,0.457985,2,Unlicensed_unofficial
Mos Def,I Against I,single,0.677,0.524,-10.873,0.0462,0.00573,0.086,0.102,0.265,100.007,341000,7703173,10742054,TRUE,24685730.5,0.009225029737745732,3.5543794745360126e-4,Anger/Unpleasant,0.35474800000000006,6,Unlicensed_unofficial
Central Cee,Obsessed With You,album,0.746,0.825,-4.457,0.0435,0.192,0,0.365,0.904,143.062,108651,82354366,213944257,TRUE,139361609.5,0.014977408726575589,1.4841957498646762e-4,Happy/Energetic,0.6154499999999999,3,Licensed_official
Eurythmics,Thorn in My Side - Remastered,album,0.663,0.903,-2.529,0.0294,0.0421,1.44e-5,0.131,0.775,122.206,253400,3027,40454695,TRUE,38401127,0.02180376610505451,0.0023125206475057814,Happy/Energetic,0.598689,7,Unlicensed_unofficial
Jairo Vera,Parcerita,single,0.828,0.85,-4.801,0.0492,0.0319,9.9e-6,0.0855,0.52,93.969,196602,6771485,4607119,TRUE,8155728,0.006035012999364246,9.776289838934887e-5,Happy/Energetic,0.7038,7,Unlicensed_unofficial
D12,Pimp Like Me,album,0.878,0.544,-4.618,0.284,0.0981,0,0.198,0.546,135.987,356960,389253,14350115,TRUE,71072830.5,0.009680079536959253,2.6717841609441676e-4,Happy/Energetic,0.47763200000000006,9,Unlicensed_unofficial
Pablo Alborán,Pasos de cero,album,0.749,0.637,-6.924,0.0764,0.308,0,0.0878,0.798,99.951,234373,101007835,137756040,TRUE,179230151,0.003632856797692971,5.7441088604661214e-5,Happy/Energetic,0.477113,7,Licensed_official
Salim–Sulaiman,Dillagi,single,0.585,0.759,-4.029,0.047,0.385,0,0.162,0.512,139.986,299141,311787987,10265153,TRUE,9086433,0.007877147620828638,1.6550990465197108e-4,Happy/Energetic,0.444015,0,Licensed_official
Demi Lovato,Really Don't Care,album,0.706,0.728,-3.602,0.0852,0.123,0,0.185,0.851,121.017,201600,233024947,266844490,TRUE,572915837,0.007295133082896914,3.53477175128378e-4,Happy/Energetic,0.513968,7,Licensed_official
Trippie Redd,The Grinch,album,0.676,0.503,-6.115,0.0971,0.137,6.36e-5,0.0981,0.196,162.85,91288,43673218,194929972,TRUE,10908573,0.017596344743819884,5.854159865206177e-4,Anger/Unpleasant,0.340028,8,Licensed_official
Sum 41,With Me,album,0.167,0.851,-4.039,0.0421,0.0127,0,0.172,0.11,175.426,291360,69801752,96271819,TRUE,55746097,0.005746617935893644,2.3344686247989878e-4,Anger/Unpleasant,0.142117,4,Licensed_official
Seal,Stand by Me,album,0.734,0.409,-7.596,0.028,0.246,0,0.128,0.779,107.453,243773,8202286,37959762,TRUE,20648951,0.006216559627401435,9.1803675219323e-5,Calm/Relaxing,0.300206,9,Unlicensed_unofficial
A.R. Rahman,Enna Sona,album,0.717,0.416,-9.875,0.0303,0.635,1.43e-6,0.0976,0.381,100.026,213632,77095861,91092219,TRUE,50277324,0.008068980512455786,1.5980105598665018e-4,Sad/Melancholic,0.298272,7,Licensed_official
Gene Autry,Up On The House Top,album,0.68,0.273,-13.691,0.426,0.833,0,0.173,0.861,165.983,155293,6253815,3151194,TRUE,8903008,0.0027378488170820533,0,Calm/Relaxing,0.18564000000000003,1,Licensed_official
DaBaby,Red Light Green Light,single,0.933,0.656,-5.85,0.322,0.129,0,0.161,0.934,119.987,159083,56068597,147139444,TRUE,393777980,0.016934452631300903,6.683241958060766e-4,Happy/Energetic,0.612048,2,Unlicensed_official
Bebe Rexha,In the Name of Love,single,0.501,0.519,-5.88,0.0409,0.109,0,0.454,0.168,133.99,195707,740821619,1218983885,TRUE,526948090,0.010341369370863352,2.2828842418001844e-4,Anger/Unpleasant,0.260019,4,Unlicensed_official
Vishal-Shekhar,"O Saki Saki (From ""Batla House"")",single,0.737,0.961,-0.155,0.0747,0.163,0,0.361,0.567,108.014,191089,667739805,98158101,TRUE,44902959,0.004869790561609548,9.274420895126957e-5,Happy/Energetic,0.7082569999999999,10,Licensed_official
50 Cent,Disco Inferno,album,0.925,0.659,-4.763,0.231,0.206,7.88e-5,0.279,0.71,97.018,214227,39825951,202477187,TRUE,363665255,0.009611597222122832,3.0226522399929635e-4,Happy/Energetic,0.6095750000000001,3,Licensed_official
Death Cab for Cutie,I Will Possess Your Heart,album,0.605,0.619,-8.971,0.0261,0.423,0.313,0.0732,0.578,133.074,505773,691561,35071572,TRUE,37632899.5,0.004222331797195041,2.096705858196168e-4,Happy/Energetic,0.37449499999999997,9,Licensed_official
Kelly Rowland,Bloody Samaritan (with Kelly Rowland) - Remix,album,0.806,0.738,-7.443,0.149,0.125,0,0.0805,0.385,105.008,189000,3894861,3471426,TRUE,31253357.5,0.022930985213592988,7.699889675138599e-4,Anger/Unpleasant,0.594828,8,Unlicensed_official
White Noise for Babies,Pure Brown Noise - Loopable with no fade,album,0,0.00125,-27.592,0,0.908,1,0.111,0,0,72223,2329675,128701242,TRUE,26677287,0.004828570508761952,2.562589202356552e-4,Sad/Melancholic,0,1,Licensed_official
Felix Jaehn,Bad Memories - Felix Jaehn Remix,single,0.671,0.791,-7.352,0.215,0.0454,0.0185,0.0354,0.383,138.032,149565,53376,11471926,TRUE,138913045,0.011447092326139089,1.8735011990407674e-4,Anger/Unpleasant,0.530761,1,Unlicensed_official
Mustard,Want Her,album,0.828,0.607,-6.241,0.0432,0.0769,6.83e-4,0.108,0.409,101.012,275560,25672925,156263300,TRUE,22458730.5,0.010513098916465497,1.653882446195749e-4,Anger/Unpleasant,0.5025959999999999,1,Licensed_official
Alan Gomez,Cumbia del Recuerdo,single,0.797,0.494,-5.806,0.0604,0.33,3.24e-4,0.0907,0.573,90.024,177340,4292626,4748868,TRUE,36900540.5,0.011741996623977957,3.515330708987925e-4,Calm/Relaxing,0.393718,8,Unlicensed_unofficial
